"race_no","going","rating","winning_odds","actual_weight","on_date_weight","draw","race_class","distance","course","race_location","track","raceday","racemonth","raceyear","finish_time","predtime"
4,"GD",40,7.1,133,1106,11,"5",1800,"-","ST","AWT",1,7,2015,107.82,108.339171451559
4,"GD",40,5.3,133,1103,3,"5",1650,"-","ST","AWT",19,9,2015,100.73,101.48773950677
5,"GY",47,2.7,121,1109,4,"4",1800,"B+2","ST","Turf",4,10,2015,109.56,107.495085567138
4,"G",47,12,120,1113,7,"4",1650,"B","HV","Turf",11,11,2015,101.54,102.277271529276
6,"GD",53,6.4,125,1122,4,"4",1650,"-","ST","AWT",6,12,2015,100.6,100.871306773721
5,"GD",53,12,127,1127,10,"4",1650,"-","ST","AWT",9,1,2016,99.62,101.117098111077
4,"WS",53,14,126,1124,6,"4",1800,"-","ST","AWT",24,1,2016,111.91,107.67590064047
7,"G",52,92,119,1123,11,"4",1600,"C","ST","Turf",10,2,2016,96.81,98.5733077649242
2,"G",50,43,117,1125,4,"4",2000,"B","ST","Turf",28,2,2016,125.24,119.26644412795
4,"GD",48,19,114,1124,2,"4",1650,"-","ST","AWT",13,3,2016,100.53,101.161755237416
5,"GY",46,15,118,1113,6,"4",1650,"A","HV","Turf",13,4,2016,105.74,102.745626544578
3,"G",44,41,120,1125,3,"4",2200,"B","HV","Turf",18,5,2016,143.39,129.715653285895
5,"GF",42,75,115,1136,11,"4",1650,"C","HV","Turf",22,6,2016,104.69,101.905864945778
1,"GD",40,18,126,1134,14,"5",1650,"-","ST","AWT",18,9,2016,101.37,100.307604431799
4,"G",51,23,124,1157,8,"4",1800,"B","HV","Turf",14,1,2015,111.54,108.00922827566
4,"G",51,19,124,1162,4,"4",1800,"A","HV","Turf",4,2,2015,111.91,107.967249609009
3,"G",49,84,125,1170,11,"4",2200,"C","HV","Turf",25,2,2015,138.56,126.643926473769
3,"GF",47,12,120,1171,3,"4",1650,"A","HV","Turf",1,4,2015,101.41,100.208230511353
5,"GF",45,84,116,1160,1,"4",1600,"A+3","ST","Turf",3,5,2015,97.38,98.7413151948792
6,"G",42,99,113,1148,10,"4",1600,"C","ST","Turf",16,5,2015,96.12,98.5321000483429
2,"GF",40,10,113,1156,3,"4",1650,"A","HV","Turf",3,6,2015,100.51,100.726585010543
2,"G",38,6.9,131,1161,9,"5",1650,"C+3","HV","Turf",24,6,2015,100.7,103.255221873026
1,"G",34,49,125,1128,5,"5",1000,"C+3","HV","Turf",2,12,2015,58.81,62.5566095007935
1,"GY",34,9.2,128,1116,2,"5",1650,"A","HV","Turf",9,12,2015,101.48,103.108906080035
1,"G",32,10,125,1126,1,"5",1400,"B+2","ST","Turf",1,1,2016,84.16,82.6804810724044
3,"G",30,18,123,1113,10,"5",1400,"A","ST","Turf",24,1,2016,84.99,83.7828586051742
1,"G",28,14,121,1124,5,"5",1650,"A","HV","Turf",3,2,2016,102.76,102.212944877664
1,"GD",26,6.2,120,1104,1,"5",1650,"-","ST","AWT",6,3,2016,99.95,100.198929624431
1,"G",26,5.9,120,1116,3,"5",1650,"C+3","HV","Turf",31,3,2016,102.62,102.848403128102
1,"G",26,11,117,1103,3,"5",1650,"C","HV","Turf",27,4,2016,100.79,101.557372444884
1,"GD",25,8.5,119,1093,5,"5",1800,"-","ST","AWT",26,6,2016,110.91,106.938273196565
3,"GY",23,19,115,1102,8,"5",1650,"B","HV","Turf",7,9,2016,105.19,103.046493571645
2,"GF",23,37,115,1105,2,"5",1800,"C","HV","Turf",21,9,2016,113.01,107.785624980988
6,"GD",51,41,125,1057,12,"4",1650,"-","ST","AWT",19,4,2015,98.81,101.144285547872
3,"GF",56,16,129,1069,2,"4",1400,"B+2","ST","Turf",9,5,2015,83.05,81.8091852547553
5,"GD",56,15,130,1057,11,"4",1650,"-","ST","AWT",27,5,2015,100.39,101.404322733235
6,"GD",56,29,129,1087,1,"4",1650,"-","ST","AWT",19,9,2015,101.22,100.910735004359
6,"WS",56,43,129,1089,4,"4",1650,"-","ST","AWT",4,10,2015,103.2,101.244426147514
4,"GD",54,76,127,1094,13,"4",1650,"-","ST","AWT",8,11,2015,100.5,101.077531463929
5,"GD",52,21,126,1081,2,"4",1650,"-","ST","AWT",9,1,2016,100.81,101.26421108821
1,"FT",32,8,125,1025,9,"5",1650,"-","ST","AWT",25,1,2015,100.1,100.517347794936
1,"GD",32,8.3,125,1023,2,"5",1650,"-","ST","AWT",8,3,2015,100.3,100.479282353995
2,"GF",32,32,123,1004,12,"5",2200,"B","HV","Turf",15,4,2015,138.95,127.471635405729
2,"GF",31,84,124,1020,12,"5",1400,"A+3","ST","Turf",3,5,2015,85.31,83.6920242716918
1,"GD",29,18,124,1029,3,"5",1800,"-","ST","AWT",27,5,2015,110.61,107.092179368487
4,"GD",26,34,117,1014,2,"5",1650,"-","ST","AWT",19,9,2015,102.62,101.775311279847
2,"GD",25,61,116,1033,13,"5",1650,"-","ST","AWT",9,1,2016,100.47,100.552870906567
1,"GD",23,44,117,1018,14,"5",1650,"-","ST","AWT",6,3,2016,100.46,100.497775973872
1,"GD",19,30,108,1027,11,"5",1650,"-","ST","AWT",18,9,2016,102.6,100.271865239708
4,"GF",84,18,126,1178,2,"2",1200,"A","ST","Turf",10,1,2015,69.75,70.3585950566453
5,"G",85,9.4,133,1173,7,"3",1200,"C+3","HV","Turf",28,1,2015,70.49,70.0353661094122
10,"GF",86,7.1,114,1176,1,"2",1400,"C+3","ST","Turf",7,2,2015,81.07,82.1976826438766
9,"G",88,5.4,123,1172,6,"2",1200,"B","HV","Turf",11,3,2015,70.85,70.3188378934329
10,"G",88,15,120,1158,4,"2",1400,"A+3","ST","Turf",29,3,2015,82.51,82.2127324803322
10,"Y",86,11,128,1153,5,"2",1400,"B+2","ST","Turf",9,5,2015,83.56,82.8984116870937
10,"GF",88,17,127,1152,4,"2",1400,"A","ST","Turf",31,5,2015,82.49,82.0273452525363
10,"GF",88,10,118,1165,6,"2",1400,"C+3","ST","Turf",27,6,2015,81.29,82.2283031041537
11,"GF",89,33,113,1152,14,"2",1400,"B+2","ST","Turf",12,7,2015,81.07,82.3730597176218
8,"G",88,13,108,1181,3,"2",1400,"C","ST","Turf",10,10,2015,82.91,81.6050224891945
10,"G",88,19,117,1185,2,"2",1200,"A","HV","Turf",1,11,2015,70.71,70.4656981125568
8,"G",86,99,112,1185,11,"1",1600,"C","ST","Turf",29,11,2015,94.67,97.8032325454288
11,"G",84,99,117,1180,11,"2",1400,"A+3","ST","Turf",27,12,2015,82.82,82.5613184219404
6,"G",82,27,118,1166,11,"2",1400,"A","ST","Turf",20,3,2016,82.65,81.5056669650876
11,"GY",88,13,125,1168,4,"2",1400,"C","ST","Turf",10,4,2016,83.09,82.5232470862759
10,"GD",88,89,116,1170,9,"2",1650,"-","ST","AWT",22,5,2016,99.1,99.5874531577022
8,"GF",88,24,119,1173,6,"2",1650,"B","HV","Turf",15,6,2016,100.05,101.218212801952
10,"GF",88,66,122,1146,11,"2",1400,"A","ST","Turf",25,9,2016,82.03,82.5278159169336
3,"GF",32,13,123,1107,10,"5",1400,"C","ST","Turf",1,1,2015,83.67,83.753801164987
1,"FT",30,37,121,1115,10,"5",1650,"-","ST","AWT",25,1,2015,101.38,100.451236041397
3,"G",28,25,121,1084,13,"5",1400,"C+3","ST","Turf",21,3,2015,84.1,83.9029513781755
1,"GF",29,4.3,122,1091,6,"5",1400,"C+3","ST","Turf",19,4,2015,83.51,82.3144638204318
2,"GF",29,9.7,112,1088,14,"5",1400,"B+2","ST","Turf",14,6,2015,84.63,83.0498489873771
2,"GF",27,6.9,122,1090,3,"5",1400,"A","ST","Turf",1,7,2015,83.08,82.9720664385105
4,"G",56,29,127,1130,12,"4",1650,"A","HV","Turf",7,1,2015,102.86,102.238853547331
2,"GF",55,49,126,1142,8,"4",1650,"B","HV","Turf",11,2,2015,102.51,101.072483934109
3,"GD",53,99,124,1130,11,"4",1650,"-","ST","AWT",8,3,2015,102.08,100.265694149716
2,"GF",51,69,122,1099,6,"4",1800,"C+3","ST","Turf",19,4,2015,110.51,105.779692813441
4,"Y",49,65,120,1108,7,"4",1800,"C","HV","Turf",20,5,2015,112.84,108.782633717374
2,"GF",47,38,118,1112,10,"4",1650,"A","HV","Turf",3,6,2015,102.07,100.942804293297
5,"G",45,26,118,1115,9,"4",1650,"C+3","HV","Turf",24,6,2015,102.56,102.825978109961
2,"G",43,23,116,1097,2,"4",1650,"C","HV","Turf",23,9,2015,111.26,101.232832750087
4,"G",43,99,116,1083,8,"4",1650,"C+3","HV","Turf",22,10,2015,103.53,101.938532209388
4,"G",41,61,114,1108,4,"4",1650,"B","HV","Turf",11,11,2015,103.08,102.334221863499
1,"G",39,99,132,1118,9,"5",1400,"B+2","ST","Turf",1,1,2016,84.05,82.9538677965119
2,"G",36,97,127,1120,11,"5",1600,"C","ST","Turf",10,2,2016,98.43,98.3349137324792
6,"G",71,13,128,1094,4,"3",1000,"B","HV","Turf",14,1,2015,57.72,61.2357240630037
7,"GF",71,16,127,1076,8,"3",1200,"B","HV","Turf",11,2,2015,71.19,70.8813048162824
7,"G",70,42,125,1078,11,"3",1000,"B","HV","Turf",11,3,2015,57.66,61.3074494219129
7,"GF",71,13,123,1069,5,"3",1000,"B","HV","Turf",15,4,2015,57.34,61.2410808707911
6,"GF",71,10,125,1080,2,"3",1000,"C+3","HV","Turf",29,4,2015,56.97,61.5973331231679
7,"GF",77,9.5,133,1073,2,"3",1000,"B","HV","Turf",13,5,2015,58.07,61.2128473773031
6,"GF",77,8.2,131,1066,4,"3",1000,"A","HV","Turf",8,7,2015,57.53,61.3666787573642
6,"GF",60,10,133,1196,5,"4",1600,"A","ST","Turf",10,1,2015,97.27,98.3179876498452
4,"G",58,18,133,1190,10,"4",1650,"C+3","HV","Turf",28,1,2015,101.34,103.079559073844
9,"G",63,5.8,116,1176,3,"3",1650,"A","HV","Turf",4,3,2015,102.83,101.223943735353
7,"G",63,13,114,1185,2,"3",1650,"C","HV","Turf",18,3,2015,101.89,101.322009054083
5,"GF",63,60,114,1179,3,"3",1400,"B+2","ST","Turf",7,4,2015,83.43,81.364776464604
8,"GD",62,99,112,1172,7,"3",1200,"-","ST","AWT",19,4,2015,70.01,70.7998093064136
4,"GF",61,29,115,1180,1,"3",1200,"A","HV","Turf",6,5,2015,70.54,70.3606833149901
7,"GF",63,13,114,1168,3,"3",1650,"A","HV","Turf",3,6,2015,100.68,101.046892246869
8,"Y",63,11,117,1166,6,"3",1400,"C","ST","Turf",21,6,2015,86.28,82.1782366009025
7,"GF",62,99,114,1166,11,"3",1400,"A+3","ST","Turf",5,7,2015,83.39,81.6073352046676
10,"GF",60,99,114,1179,12,"3",1400,"C+3","ST","Turf",19,9,2015,83.61,82.9771083050482
6,"GF",59,99,130,1193,14,"4",1600,"C+3","ST","Turf",18,10,2015,96.16,98.0288044827756
5,"G",57,11,131,1192,12,"4",1650,"C","HV","Turf",25,11,2015,102.98,102.274778401686
4,"G",55,6.3,128,1197,5,"4",1650,"C","HV","Turf",23,12,2015,101.24,102.075177859863
2,"G",54,6,128,1201,1,"4",1650,"C","HV","Turf",20,1,2016,101.7,101.052039845551
4,"G",56,3.3,131,1195,2,"4",1650,"B","HV","Turf",17,2,2016,101.45,102.045176930483
4,"GY",56,13,130,1207,8,"4",1650,"A","HV","Turf",9,3,2016,103.05,102.346992826631
2,"G",54,34,128,1170,13,"4",1400,"A","ST","Turf",24,4,2016,84.9,82.1310786402068
3,"G",52,28,125,1186,8,"4",1200,"A","HV","Turf",11,5,2016,71.45,70.907526759929
3,"G",51,71,125,1178,9,"4",1200,"C+3","HV","Turf",1,6,2016,71.09,70.6015009141306
7,"G",49,41,122,1196,12,"4",1650,"A","HV","Turf",6,7,2016,102.14,101.871468128789
3,"G",45,10,120,1191,5,"4",1650,"C+3","HV","Turf",28,9,2016,101.28,101.492541719011
7,"G",78,5.6,133,1048,1,"3",2000,"A+3","ST","Turf",21,2,2015,123.25,119.07991935244
6,"G",83,17,118,1050,9,"2",1800,"C","HV","Turf",18,3,2015,110.15,107.613518502505
5,"GF",83,22,108,1043,11,"2",2200,"C+3","ST","Turf",19,4,2015,136.58,128.255267219278
8,"Y",83,94,113,1042,11,"HKG3",2400,"B+2","ST","Turf",9,5,2015,154.89,130.352286177848
7,"GF",83,96,114,1039,9,"2",1800,"A+3","ST","Turf",7,6,2015,108.71,106.856960463904
10,"GF",82,10,114,1027,8,"2",2000,"A+3","ST","Turf",5,7,2015,122.18,115.919980448512
10,"GY",81,99,116,1024,3,"2",1600,"B+2","ST","Turf",4,10,2015,96.27,97.2784607630111
10,"GF",81,99,116,1011,12,"2",1800,"C+3","ST","Turf",18,10,2015,108.28,106.242661352045
6,"G",80,44,133,1021,5,"3",2200,"C+3","HV","Turf",2,12,2015,138.2,129.317212518229
10,"G",78,25,123,1017,11,"2",2000,"A+3","ST","Turf",27,12,2015,124.5,116.031917579671
8,"G",76,36,132,1031,2,"3",2000,"A+3","ST","Turf",31,1,2016,123.99,119.168917601597
6,"G",73,24,126,1018,5,"3",2000,"A+3","ST","Turf",28,3,2016,123.72,119.769472556713
8,"G",70,99,122,1015,12,"3",1800,"C+3","HV","Turf",1,6,2016,111.18,107.293606617507
4,"GF",85,19,127,1042,11,"2",1200,"A","ST","Turf",10,1,2015,70.13,70.7218826862452
5,"G",83,30,131,1045,11,"3",1200,"C+3","HV","Turf",28,1,2015,71.23,70.4279900867936
9,"G",81,99,113,1041,8,"2",1200,"A+3","ST","Turf",21,2,2015,69.21,71.3938742029453
10,"G",82,15,117,1043,2,"2",1400,"A","ST","Turf",15,3,2015,83.23,82.3915754608154
5,"GF",82,6.2,119,1034,5,"2",1650,"A","HV","Turf",1,4,2015,99.51,101.763604343963
8,"GD",83,21,131,1043,10,"3",1200,"-","ST","AWT",19,4,2015,69.93,70.5770272955057
8,"GF",83,10,119,1045,7,"2",1650,"A","HV","Turf",3,6,2015,100.16,101.452341794751
7,"GF",86,14,113,1042,1,"1",1800,"C","HV","Turf",17,6,2015,108.66,107.27342826076
8,"G",91,78,121,1062,2,"2",1400,"C","ST","Turf",10,10,2015,82.02,81.6524466616138
8,"G",91,99,114,1071,12,"1",1400,"A+3","ST","Turf",14,11,2015,82.54,82.0019902200072
8,"G",89,99,121,1070,7,"2",1200,"C","HV","Turf",23,12,2015,70.53,70.8915313033851
8,"GY",87,22,123,1065,3,"2",1650,"C","HV","Turf",20,1,2016,100.76,102.083346497053
10,"G",85,99,123,1062,11,"2",1600,"C+3","ST","Turf",14,2,2016,95.5,97.2488151657708
7,"G",82,63,123,1054,5,"3",1650,"C","HV","Turf",24,2,2016,101.1,101.458566554468
10,"GF",91,11,124,1097,7,"2",1800,"A+3","ST","Turf",18,1,2015,109.44,106.492425484937
5,"G",91,10,124,1094,11,"2",2000,"A","ST","Turf",15,2,2015,123.92,119.900150876093
10,"GF",89,25,115,1083,2,"2",1800,"B+2","ST","Turf",1,3,2015,107.98,106.303980815073
6,"G",87,24,124,1079,8,"2",1800,"C","HV","Turf",18,3,2015,109.84,107.682367743458
5,"GF",85,32,122,1072,9,"2",1650,"A","HV","Turf",1,4,2015,100.61,101.797336591246
5,"GF",83,23,113,1075,13,"2",2200,"C+3","ST","Turf",19,4,2015,137.15,128.296328896546
8,"GF",80,13,133,1067,2,"3",1650,"C+3","HV","Turf",29,4,2015,101.24,101.725638307341
9,"Y",77,18,131,1071,2,"3",1600,"B+2","ST","Turf",9,5,2015,99.46,98.2373838557625
3,"GF",74,23,128,1095,12,"3",2000,"A","ST","Turf",31,5,2015,123.09,118.762454301396
9,"GF",71,10,124,1098,14,"3",1800,"C+3","ST","Turf",27,6,2015,108.27,107.550010861931
8,"GF",69,8.1,123,1089,13,"3",1600,"B+2","ST","Turf",12,7,2015,94.54,97.7261922629903
10,"GF",67,10,121,1070,11,"3",1600,"C","ST","Turf",13,9,2015,96.63,97.0342183321828
2,"G",67,2.6,120,1070,7,"3",1800,"A+3","ST","Turf",1,10,2015,108.71,106.322764012031
3,"GF",69,2.3,122,1077,4,"3",2000,"A","ST","Turf",25,10,2015,122.23,118.560276719559
5,"G",69,2.3,125,1069,2,"3",1800,"B+2","ST","Turf",21,11,2015,108.92,106.880213110465
2,"G",68,11,125,1094,5,"3",1800,"A","ST","Turf",13,12,2015,109.44,106.398772655389
5,"G",66,20,122,1105,5,"3",1800,"C+3","ST","Turf",17,1,2016,108.56,107.240814284476
8,"G",64,14,120,1099,11,"3",2000,"A+3","ST","Turf",31,1,2016,123.46,118.993295653634
11,"G",62,5.7,116,1092,10,"3",1800,"C","ST","Turf",10,2,2016,108.24,106.879708416155
9,"G",69,6.2,125,1093,1,"3",1800,"C","HV","Turf",24,2,2016,111.66,107.609794583384
6,"G",69,7,122,1097,12,"3",2000,"A+3","ST","Turf",28,3,2016,122.8,119.479285814401
8,"GY",69,36,122,1083,12,"3",1800,"C","ST","Turf",10,4,2016,109.11,107.476472892178
7,"GF",68,25,122,1091,10,"3",1800,"A","ST","Turf",22,5,2016,107.73,107.299137304007
11,"GY",66,30,119,1094,5,"3",1800,"C","ST","Turf",12,6,2016,108.87,107.171008820685
10,"G",64,43,117,1078,11,"3",1600,"C","ST","Turf",11,9,2016,95.16,97.1848293256962
6,"G",98,17,113,1214,1,"HKG3",1800,"A","HV","Turf",7,1,2015,109.52,109.903107172533
6,"G",100,9.3,129,1207,7,"2",1800,"C+3","HV","Turf",28,1,2015,109.78,107.317594505933
5,"G",100,43,133,1209,2,"2",2000,"A","ST","Turf",15,2,2015,123.96,119.555526842106
10,"GF",98,57,126,1186,1,"2",1800,"B+2","ST","Turf",1,3,2015,107.95,105.998566067584
6,"G",96,16,133,1180,2,"2",1800,"C","HV","Turf",18,3,2015,110.88,107.412828716357
5,"GF",94,40,122,1203,1,"2",2200,"C+3","ST","Turf",19,4,2015,137.32,126.934514718677
8,"GF",91,34,124,1205,3,"2",1650,"A","HV","Turf",6,5,2015,99.88,101.433010723699
7,"G",89,61,128,1205,3,"2",1600,"C","ST","Turf",16,5,2015,95.13,97.5684739580588
8,"GD",86,37,119,1204,4,"2",1800,"-","ST","AWT",27,5,2015,110.01,106.954651974676
3,"GF",83,18,132,1198,2,"3",2200,"C","HV","Turf",17,6,2015,136.39,126.823810026941
10,"GF",83,19,114,1202,3,"2",2000,"A+3","ST","Turf",5,7,2015,122.77,115.305282939907
6,"GF",62,15,116,1126,9,"3",1650,"B","HV","Turf",11,2,2015,101.48,101.555952193033
8,"G",61,11,113,1123,2,"3",1800,"A","HV","Turf",4,3,2015,111.11,107.830328449472
5,"G",59,2.2,133,1114,3,"4",1650,"C","HV","Turf",18,3,2015,101.61,102.23039115133
3,"GF",59,4.5,132,1111,5,"4",1650,"A","HV","Turf",1,4,2015,101.34,100.589258948907
3,"GF",58,5.6,131,1114,1,"4",1650,"B","HV","Turf",15,4,2015,100.83,100.931412313394
3,"GF",56,5,129,1118,1,"4",1650,"A","HV","Turf",6,5,2015,101.8,101.00553909488
5,"G",55,6.2,128,1111,2,"4",1650,"C+3","HV","Turf",24,6,2015,100.87,102.547166400638
7,"GF",60,8.2,133,1104,6,"4",1650,"A","HV","Turf",8,7,2015,101.36,101.619424826257
3,"GY",60,16,133,1128,11,"4",1650,"A","HV","Turf",7,10,2015,102.05,101.620157325651
4,"G",60,9.9,133,1120,5,"4",1650,"C+3","HV","Turf",22,10,2015,103.19,102.365046894054
6,"G",59,17,132,1108,8,"4",1650,"A","HV","Turf",1,11,2015,101.97,102.196020003009
8,"G",64,16,116,1130,2,"3",1650,"C","HV","Turf",25,11,2015,103.22,101.516713697091
8,"Y",64,24,119,1143,5,"3",1650,"A","HV","Turf",9,12,2015,101.88,102.363934889974
7,"G",64,34,116,1131,3,"3",1650,"C","HV","Turf",23,12,2015,102.82,101.489024232901
6,"GY",63,21,118,1139,1,"3",1650,"C","HV","Turf",20,1,2016,102.52,101.864743927619
6,"G",61,31,116,1149,9,"3",1650,"B","HV","Turf",17,2,2016,103.24,101.791458164847
3,"G",59,15,133,1127,7,"4",1650,"C+3","HV","Turf",2,3,2016,103.56,101.643171386827
6,"G",57,30,130,1136,9,"4",1650,"B","HV","Turf",16,3,2016,101.74,102.281994453725
2,"G",55,7.9,129,1138,9,"4",1650,"B","HV","Turf",20,4,2016,102.33,101.388879227976
1,"GF",29,3.9,122,1067,9,"5",1000,"C+3","ST","Turf",4,1,2015,57.04,64.8922903449185
2,"G",37,2.2,130,1069,5,"5",1000,"A","HV","Turf",4,2,2015,58.27,64.0744238741542
1,"G",37,6,131,1071,2,"5",1000,"A","HV","Turf",4,3,2015,58.1,62.2357757846809
1,"FT",37,21,130,1068,7,"5",1200,"-","ST","AWT",25,3,2015,68.46,72.1522867356295
4,"GD",44,6.3,119,1072,6,"4",1200,"-","ST","AWT",12,4,2015,70.72,71.546656480519
2,"GF",44,7,117,1068,6,"4",1200,"C+3","HV","Turf",29,4,2015,70.39,70.1961320987257
3,"GD",44,5.4,117,1078,8,"4",1200,"-","ST","AWT",27,5,2015,69.87,71.1126406474216
5,"GD",53,4.3,116,1072,7,"4",1200,"-","ST","AWT",7,6,2015,69.3,71.2391109623239
4,"GD",59,10,123,1076,10,"4",1200,"-","ST","AWT",27,6,2015,70.38,71.5557913710228
6,"GD",59,16,133,1071,7,"4",1200,"-","ST","AWT",13,9,2015,69.69,71.3189497635387
9,"GD",67,12,123,1089,6,"3",1200,"-","ST","AWT",18,10,2015,69.08,70.7596025094814
7,"GD",67,17,123,1097,1,"3",1200,"-","ST","AWT",18,11,2015,70.21,70.7212444983536
7,"GD",67,24,120,1097,4,"3",1200,"-","ST","AWT",19,12,2015,69.3,70.7313650540486
5,"GY",66,23,121,1093,7,"3",1000,"C","HV","Turf",20,1,2016,59.1,61.7010082135294
6,"G",64,96,120,1084,4,"3",1200,"C","ST","Turf",10,2,2016,72.3,70.1617703168571
6,"G",62,68,116,1087,6,"3",1200,"C+3","HV","Turf",2,3,2016,75.66,70.7006069783988
1,"FT",60,17,133,1078,4,"4",1200,"-","ST","AWT",5,6,2016,70.04,71.0914344526429
3,"GD",58,26,132,1075,12,"4",1200,"-","ST","AWT",1,7,2016,71.5,71.0687685127777
5,"GD",54,33,126,1084,7,"4",1200,"-","ST","AWT",25,9,2016,69.32,71.6799587062821
5,"G",62,8.3,114,1103,2,"3",1200,"C","HV","Turf",21,1,2015,70.06,70.4783161779375
7,"GF",61,45,115,1104,10,"3",1200,"B","HV","Turf",11,2,2015,71.26,70.9256728590896
4,"GF",59,26,132,1100,13,"4",1200,"B+2","ST","Turf",1,3,2015,71.19,71.7871044829087
5,"G",57,7.7,131,1094,4,"4",1650,"C","HV","Turf",18,3,2015,101.47,102.40477722301
9,"GF",106,10,118,1039,1,"HKG3",1400,"C","ST","Turf",1,1,2015,81.28,81.8765924983092
8,"G",105,12,129,1027,1,"1",1400,"A+3","ST","Turf",21,2,2015,83.08,81.7694281679179
9,"GF",105,18,128,1035,4,"HKG3",1400,"C+3","ST","Turf",8,3,2015,81.71,81.8533105257085
9,"GF",105,14,117,1042,1,"HKG3",1200,"A","ST","Turf",31,5,2015,68.78,71.5110222429535
8,"GF",105,9.4,118,1032,7,"HKG3",1400,"B+2","ST","Turf",14,6,2015,81.7,81.4501055574537
9,"GF",104,32,125,1029,11,"1",1400,"C","ST","Turf",13,9,2015,82.39,82.03881054042
9,"G",104,50,115,1029,7,"HKG3",1400,"A+3","ST","Turf",1,10,2015,81.58,82.2346676600548
8,"G",105,19,128,1035,7,"1",1400,"A+3","ST","Turf",14,11,2015,82.24,81.7859417409302
9,"G",105,53,116,1046,10,"1",1400,"A","ST","Turf",13,12,2015,82.7,82.3064083346979
9,"G",103,19,115,1045,8,"HKG3",1400,"B+2","ST","Turf",1,1,2016,81.85,82.0930825746223
8,"G",101,9.8,129,1051,7,"2",1400,"A","ST","Turf",24,1,2016,83.37,81.4961648431396
8,"G",99,8.9,118,1044,2,"1",1400,"C","ST","Turf",10,2,2016,81.43,81.855661859341
9,"G",99,15,124,1030,11,"HKG3",1400,"C","ST","Turf",6,3,2016,81.89,82.0351593702523
9,"G",98,6.4,124,1034,3,"2",1400,"C+3","ST","Turf",14,5,2016,83.07,82.046119414106
10,"GF",96,29,123,1048,12,"2",1200,"C+3","ST","Turf",19,6,2016,68.75,70.6857633565527
8,"G",92,26,126,1055,6,"2",1650,"C+3","HV","Turf",28,9,2016,101,101.339478315114
3,"GD",58,99,129,1202,9,"4",1200,"-","ST","AWT",4,1,2015,70.71,71.2299188357833
2,"GF",55,76,126,1219,8,"4",1000,"C+3","ST","Turf",7,2,2015,57.95,60.9223996679394
2,"G",52,94,123,1218,10,"4S",1200,"A","HV","Turf",4,3,2015,70.89,71.6474083134649
2,"GF",49,5.4,122,1204,3,"4",1200,"C+3","HV","Turf",29,4,2015,70.46,69.8374706448395
3,"GD",48,22,119,1210,10,"4",1200,"-","ST","AWT",27,5,2015,71.26,71.1173772359936
2,"G",37,17,130,1130,11,"5",1200,"A+3","ST","Turf",29,3,2015,71.63,73.0606018549208
2,"GF",36,60,129,1103,11,"5",1400,"A+3","ST","Turf",3,5,2015,84.01,83.3923147724019
2,"GF",34,50,127,1117,4,"5",1400,"B+2","ST","Turf",14,6,2015,83.47,83.3561726883672
2,"GF",32,24,127,1120,9,"5",1400,"A","ST","Turf",1,7,2015,84.08,83.0367031417189
1,"GF",29,91,120,1104,4,"5",1800,"B+2","ST","Turf",12,7,2015,109.46,105.933962322966
4,"G",25,88,116,1132,13,"5",1400,"B","ST","Turf",6,9,2015,84.8,84.3524723398851
2,"GF",24,9.2,107,1120,10,"5",1400,"C","ST","Turf",13,9,2015,83.46,82.8634067652459
1,"GF",24,4.3,110,1123,1,"5",1400,"C+3","ST","Turf",19,9,2015,83.95,82.3359085045389
3,"GY",23,6.8,116,1140,8,"5",1200,"B+2","ST","Turf",4,10,2015,70.49,73.4331852925133
4,"GF",22,47,114,1139,11,"5",1400,"A+3","ST","Turf",1,7,2016,82.95,83.9793200921605
6,"GD",80,90,128,1109,8,"3",1200,"-","ST","AWT",27,5,2015,69.68,70.8598658665948
2,"GF",29,16,122,1115,8,"5",1600,"C+3","ST","Turf",4,1,2015,97.15,97.9193846078434
1,"G",27,78,118,1115,4,"5",1400,"A","ST","Turf",15,3,2015,84.39,82.8029592636057
1,"GF",25,17,116,1106,9,"5",1400,"C+3","ST","Turf",19,4,2015,83.28,82.3522022005261
1,"G",23,11,114,1106,11,"5",1600,"C","ST","Turf",21,6,2015,95.83,97.7848094126557
4,"G",19,28,114,1124,11,"5",1400,"B","ST","Turf",6,9,2015,84.02,83.9361093781811
4,"G",19,11,114,1122,4,"5",1600,"A","ST","Turf",28,9,2015,97.28,98.9396148670829
1,"G",19,9,114,1116,11,"5",1600,"C","ST","Turf",29,11,2015,95.45,98.3321644095877
2,"G",17,3.4,115,1105,9,"5",1600,"A+3","ST","Turf",27,12,2015,96.32,98.8952164321785
2,"G",22,1.8,118,1109,14,"5",1800,"B+2","ST","Turf",1,1,2016,109.03,107.411761961412
2,"G",28,5.4,121,1132,7,"5",1600,"A+3","ST","Turf",31,1,2016,97.12,98.506217490413
2,"G",28,7,121,1126,2,"5",1600,"B+2","ST","Turf",3,4,2016,97.01,98.6168368447772
5,"GF",48,63,121,1155,13,"4",1400,"C","ST","Turf",1,1,2015,84.24,83.3257436160482
2,"G",46,73,119,1128,11,"4",1200,"C+3","HV","Turf",28,1,2015,70.8,70.4812130528112
5,"G",43,60,111,1148,2,"4",1200,"B","HV","Turf",11,3,2015,70.88,72.15790571085
2,"GF",41,50,112,1153,6,"4",1000,"A","HV","Turf",1,4,2015,57.79,61.550546043389
