"race_no","going","rating","winning_odds","actual_weight","on_date_weight","draw","race_class","distance","course","race_location","track","raceday","racemonth","raceyear","finish_time","predtime"
10,"GF",90,24,124,1224,2,"2",1200,"C+3","ST","Turf",16,4,2016,69.58,70.0263471004896
3,"G",90,6.4,119,1218,9,"2",1000,"C","ST","Turf",7,5,2016,55.7,61.1187228211808
7,"G",74,4,127,1098,10,"3",1200,"B","HV","Turf",14,1,2015,71.1,70.8405599751534
5,"GF",74,8.3,127,1094,7,"3",1200,"B+2","ST","Turf",25,1,2015,71.02,70.7074620265569
7,"G",74,11,120,1096,7,"3",1200,"A","HV","Turf",4,3,2015,70.11,70.8128786775177
8,"G",76,4.6,125,1090,2,"3",1200,"C","HV","Turf",18,3,2015,70.17,71.0186733712275
8,"GF",76,13,124,1089,7,"3",1200,"A","HV","Turf",1,4,2015,70.08,70.9483404278621
10,"GF",74,18,118,1080,1,"3",1200,"A","ST","Turf",1,7,2015,70.43,71.9975822239927
4,"GF",72,59,129,1085,14,"3",1200,"B+2","ST","Turf",12,7,2015,69.91,70.8131900287001
9,"G",70,59,114,1080,5,"3",1200,"B","ST","Turf",6,9,2015,70.59,71.8656717112389
8,"G",70,77,122,1084,12,"3",1200,"A","ST","Turf",28,9,2015,70.66,71.1830523643564
10,"G",68,99,114,1092,10,"3",1400,"C","ST","Turf",10,10,2015,84.25,82.9662644909498
4,"GF",66,99,118,1089,5,"3",1200,"A","ST","Turf",25,10,2015,70.79,70.9290292221044
7,"G",64,99,112,1087,10,"3",1000,"A+3","ST","Turf",14,11,2015,57.93,62.9874434178813
3,"G",60,5.3,133,1080,3,"4",1000,"A","HV","Turf",3,2,2016,58.67,61.1878075946125
2,"GY",60,12,128,1074,5,"4",1200,"A","HV","Turf",9,3,2016,70.89,70.9770720703059
2,"G",58,40,128,1075,14,"4",1200,"A","ST","Turf",20,3,2016,70.65,71.4797636866898
1,"G",56,16,129,1067,12,"4",1400,"B+2","ST","Turf",3,4,2016,82.68,81.9006486541229
4,"G",54,5.8,119,1065,11,"4",1200,"C","HV","Turf",27,4,2016,70.44,71.6662566062586
4,"G",55,3.5,121,1058,6,"4",1200,"B","HV","Turf",18,5,2016,70.02,71.336715602594
2,"GY",55,6,121,1068,3,"4",1200,"B","HV","Turf",7,9,2016,72.02,70.8248024467919
2,"G",55,2.5,128,1065,1,"4",1200,"C+3","HV","Turf",28,9,2016,71.96,70.1639441005908
1,"GF",37,16,130,1086,1,"5",1000,"C+3","ST","Turf",4,1,2015,58.04,64.7812037102753
1,"G",35,4.7,128,1086,1,"5",1200,"C","HV","Turf",21,1,2015,70.24,70.8489028757945
1,"G",33,7.9,126,1081,3,"5",1650,"A","HV","Turf",4,2,2015,102.31,102.728819906151
1,"GD",31,17,124,1083,3,"5",1650,"-","ST","AWT",8,3,2015,100.71,100.229167647402
1,"G",29,10,122,1075,7,"5",1400,"A","ST","Turf",15,3,2015,85.45,82.6513295244885
11,"GF",73,3.4,127,1149,3,"3",1600,"C","ST","Turf",1,1,2015,94.68,97.189121361473
10,"GF",80,6.3,123,1145,6,"2",1600,"C","ST","Turf",1,2,2015,95.67,97.0334400568021
8,"GF",80,2.6,133,1148,1,"3",1600,"B+2","ST","Turf",1,3,2015,95.56,97.7022727332075
11,"G",82,3.4,115,1142,8,"2",1600,"C","ST","Turf",12,4,2015,94.29,97.1247068949328
7,"G",85,2.8,126,1132,4,"2",1600,"C","ST","Turf",16,5,2015,94.05,98.1650590043676
10,"G",88,11,127,1146,7,"2",1400,"C","ST","Turf",29,11,2015,81.61,82.2791806716279
10,"G",94,5.2,130,1151,10,"2",1600,"C","ST","Turf",9,1,2016,95.27,97.1413667187779
9,"G",100,3.9,115,1148,6,"HKG3",1800,"B+2","ST","Turf",6,2,2016,108.1,109.392737411203
2,"G",100,9.9,113,1134,6,"1",1600,"C+3","ST","Turf",13,3,2016,95.25,98.0132727166445
10,"GD",100,45,133,1141,5,"2",1650,"-","ST","AWT",22,5,2016,99.6,99.7271820497748
8,"GF",64,6.9,118,1104,12,"3",1000,"A","ST","Turf",10,1,2015,56.46,62.8325773266778
5,"GF",64,8.7,117,1098,10,"3",1200,"B+2","ST","Turf",25,1,2015,69.96,70.6889882516543
6,"G",64,6.1,121,1104,11,"3",1200,"A","ST","Turf",15,3,2015,70.35,70.9981094117661
5,"G",64,16,121,1101,13,"3",1200,"A+3","ST","Turf",29,3,2015,69.4,70.7481947795052
10,"GF",66,13,119,1101,11,"3",1200,"A+3","ST","Turf",3,5,2015,69.33,71.8282311287813
10,"GF",67,8.5,123,1100,12,"3",1200,"A+3","ST","Turf",7,6,2015,69.33,71.8379704878554
7,"Y",68,3.9,125,1091,4,"3",1200,"C","ST","Turf",21,6,2015,71.49,70.39232305471
8,"G",66,4.7,123,1096,10,"3",1200,"A","ST","Turf",28,9,2015,69.38,71.0222050035181
9,"G",71,6.6,125,1097,3,"3",1200,"C","ST","Turf",10,10,2015,69.65,70.7128164076642
6,"G",71,9.2,123,1107,12,"3",1200,"C+3","ST","Turf",8,11,2015,70.36,70.2426897596367
6,"Y",71,5.7,124,1120,1,"3",1200,"A","HV","Turf",9,12,2015,71.86,71.3437504559364
7,"G",70,14,123,1118,7,"3",1200,"B+2","ST","Turf",1,1,2016,69.83,70.8709074199396
3,"G",71,12,125,1103,12,"3",1200,"C+3","ST","Turf",14,2,2016,70.69,70.4723974675089
6,"G",71,17,124,1107,8,"3",1200,"C+3","HV","Turf",2,3,2016,71.57,70.6465873793531
6,"GY",70,24,120,1106,3,"3",1200,"A","HV","Turf",13,4,2016,71.79,70.9874841331901
7,"G",68,20,121,1106,1,"3",1200,"C","ST","Turf",7,5,2016,69.72,70.0059749725254
5,"G",66,16,123,1107,10,"3",1200,"A+3","ST","Turf",29,5,2016,70.01,70.7347958217767
10,"GY",64,34,115,1097,4,"3",1200,"C","ST","Turf",12,6,2016,71.28,71.2010336392519
6,"G",61,5.4,114,1107,3,"3",1200,"C","ST","Turf",11,9,2016,69.17,70.0840752955913
11,"GF",73,1.9,127,1058,2,"3",1600,"C","ST","Turf",1,1,2015,94.76,97.2616627174039
9,"GF",76,2,133,1045,3,"3",1600,"C+3","ST","Turf",7,2,2015,95.44,97.8176852256702
9,"G",78,3.1,133,1051,11,"3",1650,"A","HV","Turf",4,3,2015,102.54,101.584531159328
10,"GY",83,7.7,118,1064,11,"2",1600,"B+2","ST","Turf",4,10,2015,95.99,97.2079005514144
10,"G",83,64,120,1076,9,"2",1400,"C","ST","Turf",29,11,2015,81.91,82.7224550106001
6,"G",83,8.7,117,1067,11,"2",1600,"A","ST","Turf",13,12,2015,95.64,98.4914790018412
8,"GY",82,11,116,1069,4,"2",1650,"C","HV","Turf",20,1,2016,100.68,102.067477611092
10,"G",80,88,120,1095,9,"2",1600,"C+3","ST","Turf",14,2,2016,94.77,97.1266360731089
9,"G",81,29,117,1084,13,"2",1600,"B","ST","Turf",28,2,2016,95.35,97.8773450797779
11,"G",83,7.7,117,1072,7,"2",1600,"A+3","ST","Turf",28,3,2016,94.98,97.6643541045049
8,"G",83,18,124,1071,7,"3",1650,"C+3","HV","Turf",4,5,2016,100.74,101.483309275337
9,"GF",84,17,117,1068,6,"2",1800,"B+2","ST","Turf",5,6,2016,106.01,107.070346978088
7,"GF",84,14,117,1078,5,"2",2000,"A+3","ST","Turf",1,7,2016,121,118.653816698679
8,"G",81,13,108,1056,3,"2",1650,"C+3","HV","Turf",28,9,2016,101.39,101.4550061743
1,"GF",37,34,130,1082,12,"5",1800,"C","ST","Turf",1,1,2015,110.88,106.710666765012
1,"G",34,99,127,1077,12,"5",1200,"C","HV","Turf",25,2,2015,71.43,71.5132884097791
1,"G",30,69,122,1087,1,"5",1650,"C","HV","Turf",18,3,2015,102.37,101.497222285856
4,"GF",36,8.3,129,1127,12,"5",1400,"A+3","ST","Turf",18,1,2015,84.04,83.8831322156049
4,"GF",35,5.6,128,1117,6,"5",1800,"C","ST","Turf",1,2,2015,109.61,107.686747867548
1,"GF",33,4.4,127,1117,10,"5",2200,"B","HV","Turf",11,2,2015,140.24,127.147181713103
10,"GF",61,10,114,1290,7,"3",1200,"C","ST","Turf",1,1,2015,69.91,71.1928716389203
9,"GF",63,7.9,116,1287,7,"3",1200,"B+2","ST","Turf",25,1,2015,69.76,71.570241084045
9,"GF",63,15,116,1290,7,"3",1200,"B+2","ST","Turf",1,3,2015,69.89,71.5756680616073
6,"G",61,12,114,1273,5,"3",1000,"C+3","ST","Turf",21,3,2015,58.49,61.8042686279672
4,"GF",59,16,132,1262,7,"4",1200,"A+3","ST","Turf",3,5,2015,71.35,71.4205123861119
3,"GF",57,12,130,1273,2,"4",1200,"B+2","ST","Turf",14,6,2015,69.75,70.8097683813266
9,"GF",55,39,128,1277,9,"4",1200,"A","ST","Turf",1,7,2015,70.54,71.8268054577692
3,"GF",51,17,122,1265,11,"4",1200,"C+3","ST","Turf",18,10,2015,70.21,70.189722498314
5,"G",51,12,125,1268,7,"4",1200,"B","HV","Turf",11,11,2015,70.92,71.3047005917625
2,"GY",53,5.9,126,1277,6,"4",1200,"A","HV","Turf",9,12,2015,72.04,70.7183752760167
5,"G",53,24,124,1292,3,"4",1200,"A+3","ST","Turf",27,12,2015,70.97,72.1822513275578
3,"G",51,13,123,1286,9,"4",1200,"C+3","HV","Turf",31,3,2016,71.05,70.6142458151469
3,"G",51,9.3,125,1290,1,"4",1200,"A","ST","Turf",24,4,2016,71.23,71.2857945601371
3,"G",49,9.5,122,1281,7,"4",1200,"A","HV","Turf",11,5,2016,71.17,70.9164446910131
4,"Y",49,46,122,1283,11,"4",1200,"C","ST","Turf",12,6,2016,71.78,71.8493237014365
4,"GF",47,52,121,1276,7,"4",1200,"B+2","ST","Turf",10,7,2016,70.35,71.994008577206
3,"GF",42,49,115,1261,12,"4",1200,"C","HV","Turf",21,9,2016,71.25,71.0598549778086
1,"G",35,6.3,128,1146,5,"5",1800,"B","HV","Turf",14,1,2015,110.5,108.27305904646
4,"G",42,3.3,115,1136,12,"4",1800,"A","HV","Turf",4,2,2015,111.43,108.031534524426
5,"GF",42,5.7,114,1134,6,"4",1800,"C+3","ST","Turf",8,3,2015,110.01,107.665829012562
6,"Y",42,13,113,1127,9,"4",1800,"C","ST","Turf",21,6,2015,112.53,108.241996400717
6,"GF",41,5.3,115,1126,7,"4",1800,"B+2","ST","Turf",12,7,2015,108.33,107.227856681489
6,"G",48,15,121,1129,5,"4",1650,"A","HV","Turf",1,11,2015,102.25,102.279220605677
4,"G",48,28,121,1142,6,"4",1650,"B","HV","Turf",17,2,2016,102.94,102.314900047213
6,"GF",79,6.5,127,1068,9,"3",1000,"C","ST","Turf",1,2,2015,56.51,62.1115786320771
8,"GF",81,6.8,122,1060,13,"3",1000,"C+3","ST","Turf",8,3,2015,56.69,61.8635095673252
9,"G",82,16,108,1057,6,"2",1200,"C+3","ST","Turf",21,3,2015,69.45,70.287161861875
9,"GF",90,23,113,1048,5,"HKG3",1000,"B+2","ST","Turf",7,4,2015,56.54,64.3788534491384
9,"GF",90,44,121,1044,3,"2",1000,"A+3","ST","Turf",3,5,2015,55.85,63.8192880333196
9,"GF",90,94,113,1050,9,"HKG3",1200,"A","ST","Turf",31,5,2015,69.42,71.4913727079686
10,"Y",90,14,116,1041,7,"2",1200,"C","ST","Turf",21,6,2015,71.81,71.5059287605699
8,"G",89,26,126,1041,3,"2",1000,"B","ST","Turf",6,9,2015,56.69,62.9550960787831
10,"G",89,99,124,1035,11,"2",1200,"A+3","ST","Turf",1,10,2015,70.13,71.7550645328901
10,"G",87,99,124,1050,3,"2",1200,"A","ST","Turf",13,12,2015,71.14,71.7886190604238
4,"G",85,36,116,1054,3,"2",1000,"A+3","ST","Turf",31,1,2016,58.14,62.9988283722421
7,"G",83,99,115,1054,7,"2",1200,"C+3","ST","Turf",14,2,2016,69.68,69.874568938201
8,"G",83,42,126,1054,6,"2",1200,"A","ST","Turf",20,3,2016,70.5,70.805316822662
6,"GD",81,35,120,1049,3,"2",1200,"-","ST","AWT",6,4,2016,70.03,70.6692107900764
8,"GF",79,26,132,1050,6,"3",1200,"C+3","ST","Turf",16,4,2016,69.68,70.1663042696717
5,"G",77,20,132,1036,5,"3",1200,"A","HV","Turf",11,5,2016,71.19,70.5047253985832
5,"G",74,59,130,1040,10,"3",1200,"C+3","HV","Turf",1,6,2016,70.73,70.5075484721488
9,"G",71,74,117,1030,2,"3",1650,"A","HV","Turf",9,6,2016,102.82,101.439525060569
6,"GF",65,99,120,1030,12,"3",1200,"C+3","ST","Turf",18,9,2016,70.8,70.1427506717881
7,"GF",74,3.7,127,1196,4,"3",1800,"A+3","ST","Turf",18,1,2015,108.61,106.528825179536
7,"G",74,5.6,129,1194,12,"3",2000,"A+3","ST","Turf",21,2,2015,123.42,118.300593865184
5,"G",75,7.9,129,1201,13,"3",1800,"A","ST","Turf",15,3,2015,109.03,106.725839885606
7,"G",76,5.5,129,1194,5,"3",2200,"C","ST","Turf",12,4,2015,136.79,125.609834006037
6,"GF",76,29,129,1221,12,"3",2200,"A","HV","Turf",6,5,2015,139.03,129.027640496318
8,"G",75,49,127,1224,11,"3",1800,"C","ST","Turf",16,5,2015,108.8,106.988184709287
3,"GF",73,40,117,1212,9,"3",2000,"A","ST","Turf",31,5,2015,122.26,117.122799913065
8,"GD",71,24,126,1183,8,"3",1800,"-","ST","AWT",7,6,2015,108.58,107.063182865102
9,"GF",73,10,126,1207,5,"3",1800,"C+3","ST","Turf",27,6,2015,108.05,107.020230883989
8,"GF",73,11,124,1209,5,"3",1800,"A","HV","Turf",8,7,2015,111.81,107.005260020052
10,"GF",72,10,126,1219,3,"3",1600,"C","ST","Turf",13,9,2015,96.39,96.8507558723207
2,"G",77,6,130,1223,4,"3",1800,"A+3","ST","Turf",1,10,2015,109.32,105.391355809639
6,"G",77,24,123,1234,6,"3",1600,"C","ST","Turf",10,10,2015,95.61,97.8585947344577
3,"GF",77,15,120,1229,2,"3",2000,"A","ST","Turf",25,10,2015,122.68,116.89976868097
5,"G",76,28,127,1227,6,"3",1800,"B+2","ST","Turf",21,11,2015,108.28,106.747114771088
2,"G",74,19,131,1230,8,"3",1800,"A","ST","Turf",13,12,2015,108.72,105.615570347017
5,"G",72,4.3,128,1218,1,"3",1800,"C+3","ST","Turf",17,1,2016,108.34,106.584941210888
8,"G",72,10,128,1227,5,"3",2000,"A+3","ST","Turf",31,1,2016,123.63,118.505173869019
11,"G",71,31,119,1215,6,"3",1800,"C","ST","Turf",10,2,2016,108.94,106.622132176167
10,"GD",69,9.6,122,1218,11,"3",1800,"-","ST","AWT",6,3,2016,109.39,106.7998551485
7,"GD",67,7.5,115,1212,8,"3",1650,"-","ST","AWT",6,4,2016,104.06,99.7922577812933
7,"G",67,13,120,1191,6,"3",1800,"A","HV","Turf",11,5,2016,110.43,107.286103710138
8,"G",67,15,120,1190,7,"3",1650,"A","HV","Turf",9,6,2016,100.62,101.277049560764
10,"G",72,19,125,1177,1,"3",1600,"C","ST","Turf",11,9,2016,94.88,97.0323332360963
8,"GF",72,33,127,1200,11,"3",1650,"C","HV","Turf",21,9,2016,100.6,101.125091305526
1,"G",38,6.3,131,1057,12,"5",1800,"B","HV","Turf",14,1,2015,111.9,108.071752591587
1,"GF",36,6.6,130,1063,12,"5",1600,"A","ST","Turf",15,2,2015,96.42,98.1561973513468
1,"G",34,6.3,127,1055,5,"5",1800,"B","HV","Turf",11,3,2015,111.87,108.067149055971
1,"GF",34,8.2,127,1058,11,"5",1800,"A","HV","Turf",1,4,2015,110.97,107.541895802764
1,"GF",36,11,129,1059,14,"5",2000,"A","ST","Turf",26,4,2015,124.26,118.446382609686
1,"GY",36,15,130,1070,12,"5",1650,"C","HV","Turf",20,5,2015,102.33,101.883859872624
4,"GF",34,17,128,1053,9,"5",2000,"B+2","ST","Turf",14,6,2015,124.13,120.513166942059
1,"G",32,12,131,1059,8,"5",2200,"C+3","HV","Turf",24,6,2015,137.73,127.658208184238
4,"GF",59,94,132,1200,13,"4",1400,"B+2","ST","Turf",25,1,2015,82.87,82.9817099483729
1,"G",58,5.7,133,1178,2,"4",1200,"A+3","ST","Turf",21,2,2015,69.78,70.5186633773545
8,"G",68,3.4,125,1188,7,"3",1200,"A+3","ST","Turf",29,3,2015,69.97,70.6404251214755
10,"GF",68,37,123,1184,3,"3",1400,"C+3","ST","Turf",19,4,2015,82.84,82.7293904326015
6,"GF",68,18,125,1185,9,"3",1200,"B","HV","Turf",13,5,2015,70.22,70.5032126522604
9,"GF",67,7.9,122,1178,2,"3",1400,"A+3","ST","Turf",7,6,2015,84.48,82.2424734570139
9,"GY",65,11,120,1177,1,"3",1000,"B+2","ST","Turf",4,10,2015,58.28,64.4118351981453
3,"G",65,5.4,118,1182,1,"3",1200,"A","HV","Turf",1,11,2015,71.38,70.5658960500335
9,"G",63,11,118,1197,14,"3",1000,"A+3","ST","Turf",27,12,2015,57.19,64.7144306100875
4,"G",62,5,113,1198,14,"3",1000,"C","ST","Turf",9,1,2016,56.56,62.1246276766923
8,"G",64,9.5,118,1222,12,"3",1000,"B+2","ST","Turf",6,2,2016,56.96,63.0138092229341
4,"GY",64,13,116,1188,10,"3",1200,"A","ST","Turf",24,4,2016,77.2,70.8705659112521
8,"G",64,16,118,1191,3,"3",1200,"A","HV","Turf",11,5,2016,70.87,70.6432592738183
5,"G",64,39,121,1192,11,"3",1200,"A+3","ST","Turf",29,5,2016,70.12,70.6861398531494
7,"GF",62,33,111,1192,3,"3",1200,"B","HV","Turf",15,6,2016,71.54,70.653948091212
2,"GF",60,4.9,126,1189,12,"4",1000,"A+3","ST","Turf",1,7,2016,58.25,61.1551236929245
4,"GF",58,38,131,1176,1,"4",1000,"C+3","ST","Turf",18,9,2016,57.9,63.6166909194575
6,"GF",45,5.5,119,1112,13,"4",1800,"C+3","ST","Turf",4,1,2015,108.48,107.915222768715
2,"GF",45,3.6,118,1123,5,"4",2000,"B+2","ST","Turf",25,1,2015,123.17,118.229622855257
3,"G",51,2.3,127,1116,6,"4",2200,"C","HV","Turf",25,2,2015,138.17,129.091298258584
5,"GF",51,4.7,126,1114,5,"4",1600,"C+3","ST","Turf",27,6,2015,95.6,99.212613779692
6,"GF",46,5,119,1060,6,"4",1400,"A+3","ST","Turf",18,1,2015,83.06,83.2535808629241
5,"GF",45,7,119,1056,10,"4",1600,"C+3","ST","Turf",7,2,2015,95.9,98.9961236673838
4,"G",43,9.1,117,1054,11,"4",1200,"A","HV","Turf",4,3,2015,71.57,71.7025645259456
5,"G",41,12,114,1051,9,"4",1000,"C","ST","Turf",12,4,2015,57.73,64.4081597508109
1,"G",38,4.4,131,1038,13,"5",1200,"A","ST","Turf",28,9,2015,70.99,72.8387900123894
1,"G",38,5.8,132,1045,7,"5",1200,"A+3","ST","Turf",14,11,2015,71.18,72.4602502368082
1,"G",36,6.3,129,1026,9,"5",1400,"B+2","ST","Turf",21,11,2015,83.34,82.6331960102333
1,"G",34,2.4,127,1040,7,"5",1200,"A+3","ST","Turf",27,12,2015,70.99,72.3115761820435
2,"WS",39,9.2,132,1049,6,"5",1200,"-","ST","AWT",17,1,2016,71.2,72.749256368217
1,"G",39,10,133,1050,12,"5",1200,"C","ST","Turf",10,2,2016,71.11,72.0913018465426
1,"GY",39,24,130,1044,5,"5",1200,"A","HV","Turf",9,3,2016,71.53,71.0998182853764
1,"GD",38,24,131,1041,6,"5",1200,"-","ST","AWT",7,5,2016,71.2,71.8281508648786
3,"GF",52,99,125,1123,9,"4",1400,"C","ST","Turf",1,2,2015,87.64,82.0990563854267
2,"G",49,99,120,1091,4,"4",1200,"A","ST","Turf",15,3,2015,71.65,71.5166644045963
2,"GF",47,99,119,1096,5,"4",1200,"C","HV","Turf",22,4,2015,72.14,70.5473486402266
2,"G",44,99,120,1093,3,"4",1000,"C","ST","Turf",16,5,2015,57.89,61.3852508660637
2,"GF",36,10,129,1179,14,"5",1600,"C+3","ST","Turf",4,1,2015,96.08,97.9505315752538
4,"GF",38,9.2,131,1163,9,"5",1800,"C","ST","Turf",1,2,2015,110.14,107.443560696076
1,"GF",38,7.8,130,1165,3,"5",1600,"A","ST","Turf",15,2,2015,97.66,98.179425467673
1,"G",36,14,129,1177,6,"5",1800,"B","HV","Turf",11,3,2015,112.41,108.084289317327
1,"G",34,12,125,1171,3,"5",1600,"A+3","ST","Turf",29,3,2015,97.26,98.5819845385618
2,"GF",32,10,123,1155,5,"5",1600,"A+3","ST","Turf",5,7,2015,96.75,97.5943334139712
1,"GF",30,30,113,1148,13,"5",1800,"B+2","ST","Turf",12,7,2015,109.33,105.887895502583
1,"GF",26,23,118,1163,2,"5",1600,"C","ST","Turf",13,9,2015,95.68,97.1738701508833
1,"GF",26,13,117,1190,12,"5",1600,"A","ST","Turf",25,10,2015,95.56,97.9821893146403
1,"GY",27,5.4,119,1204,7,"5",1650,"A","HV","Turf",9,12,2015,101.52,102.781208012325
1,"G",27,11,119,1215,9,"5",1650,"C","HV","Turf",23,12,2015,101.14,101.640291950333
2,"GD",26,10,117,1219,14,"5",1650,"-","ST","AWT",9,1,2016,100.29,100.423725085637
3,"G",24,8.6,115,1214,12,"5",2000,"B+2","ST","Turf",6,2,2016,124.21,118.903907763887
2,"GY",31,4,123,1221,1,"5",2200,"C","HV","Turf",23,3,2016,142.96,127.768561578986
1,"G",31,12,122,1224,10,"5",1800,"B","HV","Turf",20,4,2016,112.13,107.39936296
2,"G",31,10,124,1222,2,"5",2200,"B","ST","Turf",1,5,2016,138.45,123.824368373444
2,"GF",30,8.7,123,1213,9,"5",1800,"B+2","ST","Turf",10,7,2016,110.44,106.608059543779
2,"G",52,53,125,1121,6,"4",1000,"A","HV","Turf",7,1,2015,58.29,60.8359415176257
5,"GF",52,99,125,1132,10,"4",1200,"C","ST","Turf",1,2,2015,71.2,71.4562437440508
4,"GF",36,7.5,129,1194,6,"5",1400,"A+3","ST","Turf",18,1,2015,84.65,83.9312239774868
1,"G",36,25,127,1175,11,"5",1650,"A","HV","Turf",4,2,2015,101.79,102.680055614261
1,"GF",36,5.3,130,1172,1,"5",2200,"B","HV","Turf",11,2,2015,139.7,126.651139607285
1,"G",36,5.5,130,1174,12,"5",1650,"C","HV","Turf",18,3,2015,100.42,101.726297025544
3,"GD",37,4.2,130,1178,10,"5",1650,"-","ST","AWT",12,4,2015,103.68,100.849123782721
1,"G",37,2.9,130,1178,14,"5",1600,"C","ST","Turf",21,6,2015,94.69,97.8544197519188
2,"GF",40,1.6,133,1175,7,"5",1600,"A+3","ST","Turf",5,7,2015,95.35,96.9112567044543
2,"GF",45,2.4,108,1178,9,"4",1400,"C+3","ST","Turf",19,9,2015,83.84,80.921230216751
4,"G",45,4.1,120,1161,12,"4",1650,"C+3","HV","Turf",22,10,2015,102.67,102.528055756038
5,"G",49,2.2,123,1171,1,"4",1650,"C","HV","Turf",25,11,2015,102.48,102.103593534874
6,"G",49,13,123,1185,9,"4",1400,"C+3","ST","Turf",19,12,2015,83.14,83.3539752158056
5,"G",48,9.1,122,1182,9,"4",1650,"A","HV","Turf",6,1,2016,102.47,102.191603069468
6,"G",47,48,120,1178,4,"4",1200,"A","ST","Turf",21,2,2016,71.3,72.2478412764637
2,"G",46,8.9,120,1172,12,"4",1650,"B","HV","Turf",18,5,2016,103.86,100.973780391757
4,"GF",44,65,118,1162,6,"4",1600,"C+3","ST","Turf",19,6,2016,95.63,98.567568095363
4,"GF",50,17,121,1146,8,"4",1400,"C+3","ST","Turf",4,1,2015,82.5,82.8915830477705
4,"GF",56,17,127,1138,9,"4",1400,"B+2","ST","Turf",25,1,2015,83.51,82.9388899756239
2,"GF",56,15,129,1149,10,"4",1000,"C+3","ST","Turf",8,3,2015,57.77,60.5924165701005
4,"G",56,23,127,1130,10,"4",1400,"A+3","ST","Turf",29,3,2015,82.64,83.1133877467759
11,"GF",61,33,117,1143,5,"3",1400,"A+3","ST","Turf",3,5,2015,82.55,82.6668354140775
8,"G",61,6.8,118,1134,9,"3",1400,"C+3","ST","Turf",24,5,2015,82.48,81.4801399530357
7,"GF",63,6.8,107,1134,10,"3",1400,"B+2","ST","Turf",14,6,2015,81.99,81.4371520043801
8,"GF",63,11,117,1116,12,"3",1600,"B+2","ST","Turf",12,7,2015,94.54,97.7806880864785
7,"G",63,7.8,119,1147,8,"3",1650,"C","HV","Turf",23,9,2015,102.15,101.153382663917
11,"GF",63,12,116,1153,1,"3",1400,"C+3","ST","Turf",18,10,2015,82.24,82.5193771841431
7,"GD",61,12,114,1165,9,"3",1200,"-","ST","AWT",6,12,2015,70.21,70.5905826246588
3,"GD",59,11,131,1148,12,"4",1200,"-","ST","AWT",19,12,2015,70.39,70.9408176853989
9,"GF",79,21,133,1176,11,"3",1400,"C","ST","Turf",1,2,2015,83.17,82.3201762660528
5,"GF",77,10,130,1168,1,"3",1400,"B+2","ST","Turf",7,4,2015,82.34,81.2880268461836
4,"GF",75,7.5,132,1170,4,"3S",1400,"A+3","ST","Turf",7,6,2015,81.92,81.6621774079929
10,"GF",74,26,128,1169,11,"3",1400,"B+2","ST","Turf",12,7,2015,82.08,82.6263646979509
10,"GF",71,8.3,126,1183,6,"3",1400,"C+3","ST","Turf",19,9,2015,82.02,82.534946573543
10,"G",72,8.2,128,1183,14,"3",1400,"C","ST","Turf",10,10,2015,82.86,82.7007785920984
7,"G",72,3.4,127,1184,4,"3",1400,"C","ST","Turf",29,11,2015,82.3,81.421096176032
10,"G",73,16,126,1184,10,"3",1400,"C+3","ST","Turf",17,1,2016,83.32,82.6889887921438
11,"G",73,16,126,1185,10,"3",1400,"A+3","ST","Turf",31,1,2016,82.82,82.6216827569533
9,"G",71,9.1,125,1178,10,"3",1400,"C+3","ST","Turf",13,3,2016,83.53,82.389774995503
7,"GY",69,12,124,1154,6,"3",1200,"C","ST","Turf",10,4,2016,70.91,70.0608154722162
10,"G",67,15,119,1162,6,"3",1400,"B","ST","Turf",1,5,2016,82.66,82.6292927123738
11,"GF",65,27,118,1163,4,"3",1400,"A","ST","Turf",22,5,2016,82.19,82.5815238347414
5,"G",63,6.1,115,1165,2,"3",1200,"A","HV","Turf",9,6,2016,70.15,70.4682892975794
7,"GF",68,17,123,1181,9,"3",1200,"C","HV","Turf",21,9,2016,71.05,70.7359454694145
2,"GD",38,23,129,1019,7,"5",1650,"-","ST","AWT",7,6,2015,100.02,100.94190749738
4,"GD",36,24,127,1018,7,"5",1800,"-","ST","AWT",1,7,2015,108.2,108.406060024669
4,"G",32,74,123,1048,10,"5",1650,"A","HV","Turf",9,9,2015,104.11,102.64202069186
1,"G",31,56,122,1031,9,"5",1800,"C","HV","Turf",23,9,2015,113.39,106.493304209952
4,"GF",29,61,120,1039,10,"5",1800,"C+3","ST","Turf",18,10,2015,109.26,107.919420025649
3,"GD",27,12,118,1047,6,"5",1800,"-","ST","AWT",6,12,2015,111.31,107.892136599251
3,"G",25,24,116,1051,3,"5",1400,"A","ST","Turf",24,1,2016,84.79,83.7432583110955
1,"GD",23,26,116,1048,12,"5",1650,"-","ST","AWT",14,2,2016,99.72,100.207054679724
1,"GD",25,7.4,117,1063,12,"5",1650,"-","ST","AWT",6,3,2016,100.26,100.243818604394
1,"G",25,28,116,1065,12,"5",1400,"A","ST","Turf",20,3,2016,83.52,82.6791450285936
2,"GD",24,3.4,119,1052,2,"5",1800,"-","ST","AWT",6,4,2016,111.98,107.802738461096
1,"G",23,15,114,1055,8,"5",1400,"C+3","ST","Turf",14,5,2016,83.26,82.6203890269513
1,"GF",31,16,122,1000,2,"5",1000,"C+3","ST","Turf",4,1,2015,57.65,65.9059155751062
1,"G",29,8.1,122,1019,9,"5",1200,"C","HV","Turf",21,1,2015,69.73,71.9397155039049
